price,area,bedrooms,bathrooms,stories,mainroad,parking,area_bin_small,area_bin_medium,area_bin_large,area_bin_very_large,price_bin_medium-budget,price_bin_high-budget,price_bin_luxury-budget,price_bin_ultra-luxury-budget,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
31.5,6750,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0
31.5,9000,3,1,2,1,2,0,0,0,1,1,0,0,0,1,0
31.5,3069,2,1,1,1,1,1,0,0,0,1,0,0,0,0,1
31.43,4500,3,1,2,1,0,0,1,0,0,1,0,0,0,0,1
31.29,5495,3,1,1,1,0,0,1,0,0,1,0,0,0,0,1
31.1885,2398,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0
31.15,3000,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1
31.15,3850,3,1,2,1,0,1,0,0,0,1,0,0,0,0,1
31.15,3500,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
30.87,8100,2,1,1,1,1,0,0,0,1,1,0,0,0,0,1
30.8,4960,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1
30.8,2160,3,1,2,0,0,0,0,0,0,1,0,0,0,1,0
30.8,3090,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
30.8,4500,2,1,2,1,1,0,1,0,0,1,0,0,0,1,0
30.45,3800,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
30.1,3090,3,1,2,0,0,1,0,0,0,1,0,0,0,1,0
30.1,3240,3,1,2,1,2,1,0,0,0,1,0,0,0,1,0
30.1,2835,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0
30.1,4600,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0
30.1,5076,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1
30.1,3750,3,1,2,1,0,1,0,0,0,1,0,0,0,0,1
30.03,8050,2,1,1,1,0,0,0,0,1,1,0,0,0,0,1
29.75,4352,4,1,2,0,1,0,1,0,0,1,0,0,0,0,1
29.61,3000,2,1,2,1,0,1,0,0,0,1,0,0,0,1,0
29.4,5850,3,1,2,1,1,0,1,0,0,1,0,0,0,0,1
29.4,4960,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1
29.4,3600,3,1,2,0,1,1,0,0,0,1,0,0,0,0,1
29.4,3660,4,1,2,0,0,1,0,0,0,1,0,0,0,0,1
29.4,3480,3,1,2,0,1,1,0,0,0,1,0,0,0,1,0
29.4,2700,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
29.4,3150,3,1,2,0,0,1,0,0,0,1,0,0,0,0,1
29.4,6615,3,1,2,1,0,0,0,1,0,1,0,0,0,1,0
28.7,3040,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1
28.7,3630,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
28.7,6000,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0
28.7,5400,4,1,2,1,0,0,1,0,0,1,0,0,0,0,1
28.525,5200,4,1,3,1,0,0,1,0,0,1,0,0,0,0,1
28.35,3300,3,1,2,0,1,1,0,0,0,1,0,0,0,1,0
28.35,4350,3,1,2,0,1,0,1,0,0,1,0,0,0,0,1
28.35,2640,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0
28.0,2650,3,1,2,1,1,1,0,0,0,1,0,0,0,0,1
28.0,3960,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0
27.3,6800,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1
27.3,4000,3,1,2,1,1,1,0,0,0,1,0,0,0,0,1
26.95,4000,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
26.6,3934,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
26.6,2000,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0
26.6,3630,3,3,2,0,0,1,0,0,0,1,0,0,0,0,1
26.6,2800,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1
26.6,2430,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1
26.6,3480,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0
26.6,4000,3,1,1,1,0,1,0,0,0,1,0,0,0,1,0
26.53,3185,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
26.53,4000,3,1,2,1,0,1,0,0,0,1,0,0,0,0,1
26.04,2910,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1
25.9,3600,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
25.9,4400,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1
25.9,3600,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0
25.2,2880,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1
25.2,3180,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1
25.2,3000,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0
24.85,4400,3,1,2,1,0,0,1,0,0,0,0,0,0,0,1
24.85,3000,3,1,2,0,0,1,0,0,0,0,0,0,0,1,0
24.5,3210,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1
24.5,3240,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1
24.5,3000,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
24.5,3500,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
24.5,4840,2,1,2,1,0,0,1,0,0,0,0,0,0,0,1
24.5,7700,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1
24.08,3635,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1
23.8,2475,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0
23.8,2787,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0
23.8,3264,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
23.45,3640,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
23.1,3180,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
22.75,1836,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
22.75,3970,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
22.75,3970,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1
22.4,1950,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
22.33,5300,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1
21.35,3000,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1
21.0,2400,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1
21.0,3000,4,1,2,1,0,1,0,0,0,0,0,0,0,0,1
21.0,3360,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1
18.9,1700,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1
18.9,3649,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
18.55,2990,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1
18.2,3000,2,1,1,1,2,1,0,0,0,0,0,0,0,0,1
17.6715,2400,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0
17.5,3620,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1
17.5,2910,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
17.5,3850,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1
